relative_time,AccX,AccY,AccZ
0,-0.03457809448242188,4.1769140625,8.988059234619142
38,-0.09654922485351564,3.8935533142089844,9.167236633300782
104,-0.2832110595703125,4.083807678222657,8.899742889404298
171,-0.2760260009765625,4.061653747558594,9.066645812988282
238,-0.11181747436523438,4.292922821044922,8.92713592529297
306,-0.0844244384765625,4.3313928222656255,8.844208374023438
372,-0.20731887817382813,4.264032897949219,8.746461639404297
438,-0.04296066284179688,4.202211456298828,8.630752258300781
505,0.13711486816406251,4.132905578613282,8.664282531738282
572,-0.12708572387695313,4.072131958007812,9.001830596923828
638,-0.18830841064453127,3.9302270507812502,9.066496124267578
705,-0.22378463745117189,3.975732421875,9.112151184082032
772,-0.32871643066406253,3.9805224609375003,9.024134216308594
838,-0.28336074829101565,4.114493865966797,9.232051849365234
905,-0.27138565063476566,4.18844009399414,9.088200988769533
972,-0.36643798828125,4.322710876464844,8.686137084960938
1038,-0.348475341796875,4.305496673583985,8.898246002197267
1105,-0.0209564208984375,4.480931854248047,8.603957977294922
1172,-0.067060546875,4.138743438720703,8.697962493896485
1238,-0.229921875,4.1270677185058595,8.693322143554688
1305,-0.20746856689453125,4.122726745605469,8.736881561279297
1372,-0.19893630981445312,3.966002655029297,8.735833740234375
1438,-0.31853759765625,4.038751373291015,9.097930755615234
1505,-0.3465293884277344,4.17451904296875,8.919202423095703
1572,-0.4471202087402344,4.205354919433594,8.944799194335937
1638,-0.4343966674804688,4.21283935546875,8.949140167236328
1705,-0.1824705505371094,4.439168701171875,8.904083862304688
1772,-0.1926493835449219,4.3752516174316405,8.745563507080078
1838,-0.3381468200683594,4.324956207275391,8.497529296875001
1905,-0.16675323486328125,4.123774566650391,8.948990478515626
1972,-0.09789642333984376,4.094136199951172,8.68239486694336
2038,-0.250279541015625,3.8838235473632814,9.104666748046876
2105,-0.3730242919921875,4.136498107910157,8.941805419921875
2172,-0.40206390380859375,4.163292388916016,8.755592651367188
2238,-0.41987686157226567,4.32345932006836,8.795260162353516
2305,-0.28261230468750004,4.525389404296876,8.959618377685548
2372,-0.26884094238281253,4.550237731933594,8.640631713867188
2438,-0.2442919921875,4.398752746582032,8.435857543945312
2505,-0.16061599731445314,4.279600524902344,8.945248260498047
2572,-0.001197509765625,4.22720947265625,8.690777435302735
2638,-0.2513273620605469,3.963308258056641,9.004824371337891
2705,-0.05822891235351563,4.015100555419922,8.907826080322266
2772,-0.06256988525390625,3.9338195800781253,8.894803161621095
2838,-0.20387603759765627,3.868704986572266,8.809031524658204
2905,-0.2561174011230469,4.202361145019531,9.401649169921875
2972,-0.10388397216796875,4.38049072265625,8.934171295166015
3038,-0.1922003173828125,4.339925079345703,8.731343078613282
3105,-0.38455032348632817,4.7874943542480475,8.83088607788086
3172,-0.12888198852539062,4.826862487792969,8.225694580078125
3238,-0.3426374816894531,4.555327148437501,8.729247436523439
3305,0.47301635742187503,4.506528625488281,9.86987548828125
3372,-0.42541534423828126,4.80964828491211,8.390352172851562
3438,-0.7857160949707032,5.012476501464844,7.601791992187501
3505,-1.0723699951171874,5.503305816650391,8.438851318359376
3572,-0.8940907287597657,5.630391540527344,8.216563568115236
3638,-0.7259902954101562,5.424120483398438,7.929310913085938
3705,-0.5254074096679687,5.496420135498047,8.04202651977539
3772,-0.05164260864257813,5.614524536132813,8.252189483642578
3838,-0.033679962158203125,5.418881378173828,8.190368041992189
3905,-0.21944366455078126,5.395230560302735,8.139473876953126
3972,-0.18291961669921875,5.442382507324219,8.08798095703125
4038,-0.1502874755859375,5.371130676269532,7.946974182128907
4105,-0.41508682250976564,5.468128967285157,8.351133728027344
4172,-0.17244140625,5.5006114196777345,8.164022827148438
4238,-0.10403366088867189,5.4021162414550785,7.923622741699219
4305,0.06840774536132813,5.4670811462402344,8.085735626220703
4372,0.30296997070312504,5.658982086181641,8.214168548583984
4438,0.3177891540527344,5.632038116455078,8.068222045898438
4505,0.12543914794921876,5.457052001953126,8.01613037109375
4572,0.16076568603515626,5.541626129150391,8.024063873291016
4638,-0.017214202880859376,5.517975311279297,7.970026245117188
4705,-0.33260833740234375,5.335504760742188,8.471932525634767
4772,-0.25626708984375,5.394781494140625,8.118816833496094
4838,-0.15537689208984376,5.406606903076172,7.928263092041016
4905,-0.20252883911132813,5.280718688964844,8.147257690429688
4971,-0.22228775024414063,5.3703822326660156,8.407865753173828
5038,0.09789642333984376,5.409750366210938,8.380472717285157
5105,-0.1215472412109375,5.205275573730469,8.259075164794922
5172,-0.045205993652343755,5.186115417480469,8.304580535888672
5238,0.10059082031250001,5.188211059570313,8.178093566894532
5305,-0.37856277465820315,5.113217010498047,8.461903381347657
5372,-0.3960763549804688,5.0338819885253905,8.476273498535157
5438,-0.3860472106933594,5.047204284667969,8.229586486816407
5505,-0.4836442565917969,4.988526306152344,8.336464233398438
5572,-0.5548960876464843,5.0341813659667976,8.630303192138673
5638,-0.24084915161132814,5.153183898925781,8.332123260498047
5705,-0.1922003173828125,4.959037628173828,8.256829833984375
5772,-0.13157638549804687,5.007686462402344,8.424780578613282
5838,0.13936019897460938,5.1662068176269536,8.339158630371093
5905,-0.03457809448242188,5.06112533569336,8.393795013427734
5972,-0.4333488464355469,4.895120544433594,8.543184356689453
6038,-0.3008743286132813,5.031486968994141,8.266858978271484
6105,-0.28186386108398437,4.920417938232422,8.358767852783204
6172,-0.7170089721679688,4.930596771240235,8.908873901367189
6238,-0.4022135925292969,5.008883972167969,8.40412353515625
6305,-0.3784130859375,4.909939727783203,8.23931625366211
6372,-0.24099884033203126,4.914729766845704,8.428971862792968
6438,-0.06002517700195313,5.094805297851563,8.519832916259766
6505,0.13457015991210938,5.076094207763672,8.50995346069336
