timestamp,AccX,AccY,AccZ
1748972101949,1.6350498962402344,8.858129425048828,4.237837371826172
1748972101971,1.447639617919922,9.126371612548828,3.699856109619141
1748972102038,0.8322692871093751,9.107660522460938,3.327879638671875
1748972102104,0.9231303405761719,9.066795501708985,3.802841949462891
1748972102171,3.111280059814453,7.163503417968751,8.892857208251954
1748972102238,3.0852342224121094,7.177574157714844,6.392007751464844
1748972102304,1.8693127441406252,7.436385955810548,4.983586578369141
1748972102371,3.481011199951172,8.416847076416015,5.176984405517579
1748972102439,3.886667633056641,5.771697692871094,2.9428802490234376
1748972102504,6.452781372070313,5.543721771240235,5.661975860595703
1748972102571,2.213147735595703,4.62044174194336,1.3250445556640627
1748972102638,-2.977608032226563,4.255051574707031,2.441572723388672
1748972102704,-4.508474578857422,6.7473687744140625,8.478219451904298
1748972102770,-5.575455780029297,5.520220642089844,7.17308349609375
1748972102839,-2.8428881835937503,4.264182586669922,11.037447509765625
1748972102904,-0.047900390625000004,2.8801606750488284,11.21542739868164
1748972102971,0.4800517272949219,1.8628761291503908,12.6600732421875
1748972103038,0.6617738342285157,1.4480886840820313,10.559341735839844
1748972103104,0.980610809326172,0.5312452697753907,9.130562896728517
1748972103171,0.9604028320312501,0.6737489318847657,10.932964782714844
1748972103240,-0.0041912841796875,1.1801458740234376,7.828121337890625
1748972103304,0.17199234008789063,0.17573455810546876,10.175839233398438
1748972103371,1.2463082885742187,-0.11780502319335938,9.675429840087892
1748972103438,0.5701643371582031,0.1574725341796875,9.181906127929688
1748972103504,0.8619076538085938,-0.3896397399902344,9.021888885498047
1748972103571,0.24444168090820315,-0.25192611694335937,10.395432586669923
1748972103640,0.6156697082519531,-0.24803421020507813,7.49686019897461
1748972103704,0.34623001098632816,-0.03457809448242188,9.703421630859376
1748972103771,0.34982254028320314,-0.022752685546875002,9.699080657958985
1748972103840,0.21555175781250002,-0.08562194824218751,9.721084899902344
1748972103904,0.2805166625976563,-0.05254074096679688,9.703721008300782
1748972103971,0.2951861572265625,-0.04071533203125,9.708361358642579
1748972104038,0.3112028503417969,-0.042361907958984375,9.697733459472657
1748972104104,0.3323089599609375,-0.0389190673828125,9.710457000732422
1748972104171,0.30865814208984377,-0.033679962158203125,9.711654510498047
1748972104239,0.2977308654785156,-0.044307861328125,9.700727233886719
1748972104304,0.23067031860351564,-0.07439529418945313,9.705068206787109
1748972104371,-0.013921051025390626,-0.1119671630859375,9.6998291015625
1748972104439,0.06271957397460938,-0.07349716186523438,9.725575561523438
1748972104504,0.228724365234375,-0.03622467041015625,9.708511047363281
1748972104570,0.32407608032226565,-0.045205993652343755,9.701775054931641
1748972104641,0.3345542907714844,-0.04101470947265625,9.704768829345703
1748972104704,0.3534150695800781,-0.025297393798828127,9.699978790283204
1748972104771,0.3692820739746094,-0.019908599853515625,9.707912292480469
1748972104840,0.36778518676757815,-0.02484832763671875,9.692793731689454
1748972104904,0.36673736572265625,-0.032332763671875,9.698481903076173
1748972104971,0.36673736572265625,-0.02365081787109375,9.688452758789063
1748972105039,0.35940261840820314,-0.028590545654296876,9.69548812866211
1748972105104,0.33979339599609376,-0.03143463134765625,9.701325988769531
1748972105171,0.33709899902343754,-0.027393035888671875,9.698332214355469
1748972105239,0.34563125610351564,-0.02963836669921875,9.70027816772461
1748972105304,0.3538641357421875,0.010627899169921875,9.693691864013672
1748972105371,0.35835479736328124,-0.026195526123046875,9.700427856445312
1748972105438,0.3534150695800781,-0.04026626586914063,9.705217895507813
